nu	S
6.691327376000000186e+03	5.220000000000000295e-30
6.691422099999999773e+03	6.026999999999999746e-28
6.691472114999999576e+03	3.291000000000000325e-27
6.691514909999999873e+03	4.061000000000000086e-29
6.691616087999999763e+03	1.428000000000000028e-30
6.691649145999999746e+03	1.153000000000000005e-23
6.691701955000000453e+03	4.204999999999999790e-30
6.691810559999999896e+03	2.251999999999999851e-28
6.691879950999999892e+03	1.007000000000000088e-24
6.692105260000000271e+03	6.323999999999999967e-28
6.692119705000000067e+03	3.903999999999999737e-30
6.692263428000000204e+03	1.219999999999999990e-27
6.692340790000000197e+03	1.764000000000000056e-25
6.692385299999999916e+03	2.815999999999999876e-27
6.692422392999999829e+03	1.742999999999999949e-29
6.692426699999999983e+03	1.252000000000000020e-29
6.692504347000000053e+03	1.570000000000000131e-29
6.692513082999999824e+03	1.166000000000000020e-30
6.692568180000000211e+03	2.320999999999999914e-26
6.692664999999999964e+03	4.088999999999999752e-29
6.692674128999999994e+03	1.362999999999999917e-29
6.692706020999999964e+03	2.863000000000000087e-27
6.692788222000000133e+03	8.518999999999999841e-30
6.692798429999999826e+03	1.012000000000000073e-24
6.692859070999999858e+03	3.250999999999999738e-29
6.692900131999999758e+03	1.832000000000000093e-25
6.692905071999999564e+03	1.160999999999999982e-23
6.692922669999999925e+03	4.057999999999999990e-25
6.692945923999999650e+03	4.413000000000000362e-25
6.693031310000000303e+03	1.701000000000000091e-27
6.693143479999999727e+03	3.534000000000000096e-25
6.693147845999999845e+03	1.160999999999999985e-29
6.693150179999999636e+03	9.781000000000000675e-28
6.693162223000000267e+03	1.058999999999999940e-24
6.693255129000000125e+03	5.431000000000000481e-29
6.693263654000000315e+03	2.558999999999999905e-29
6.693286540000000059e+03	9.197000000000000133e-27
6.693357500000000073e+03	1.124000000000000066e-29
6.693385505000000194e+03	1.814999999999999967e-23
6.693578367000000071e+03	1.119999999999999953e-30
6.693596136000000115e+03	3.449000000000000259e-29
6.693647496999999930e+03	1.099000000000000064e-30
6.693664407999999639e+03	1.254999999999999908e-28
6.693713273000000299e+03	4.864000000000000405e-28
6.693732068999999683e+03	1.503000000000000064e-27
6.693823268000000098e+03	1.354000000000000050e-30
6.693851271000000452e+03	2.796999999999999979e-24
6.693869147000000339e+03	1.784999999999999897e-28
6.693881279000000177e+03	7.552999999999999312e-30
6.693889589999999771e+03	3.024000000000000162e-26
6.693896520000000237e+03	4.410000000000000087e-29
6.694084890000000087e+03	3.014000000000000083e-28
6.694139430000000175e+03	4.227000000000000268e-29
6.694170229999999719e+03	7.264999999999999634e-25
6.694211529999999584e+03	1.261999999999999937e-28
6.694330009000000246e+03	4.813000000000000065e-30
6.694396684000000278e+03	1.082999999999999964e-30
6.694415829999999914e+03	1.039000000000000043e-26
6.694506696000000375e+03	2.266999999999999881e-28
6.694573690000000170e+03	6.878000000000000271e-27
6.694871237999999721e+03	1.287999999999999946e-30
6.694911360000000059e+03	1.224999999999999927e-30
6.694936085000000276e+03	5.720000000000000337e-30
6.694991170000000238e+03	1.318999999999999939e-25
6.695098447999999735e+03	6.827000000000000530e-27
6.695113822999999684e+03	1.740999999999999893e-30
6.695165390000000116e+03	1.480000000000000123e-29
6.695218300000000454e+03	8.074999999999999972e-30
6.695230800000000272e+03	9.310999999999999683e-29
6.695240456000000449e+03	2.676999999999999929e-30
6.695244959999999992e+03	1.786000000000000138e-27
6.695265959999999723e+03	5.504999999999999898e-30
6.695337669999999889e+03	2.742999999999999853e-27
6.695343410999999833e+03	1.982000000000000011e-30
6.695365412000000106e+03	1.563000000000000001e-27
6.695461408000000120e+03	2.074999999999999865e-28
6.695477716999999757e+03	5.364999999999999733e-26
6.695594900000000052e+03	1.474000000000000067e-28
6.695634743999999955e+03	1.004000000000000021e-30
6.695701186000000234e+03	4.866000000000000013e-29
6.695731979999999567e+03	1.446000000000000008e-29
6.695998921999999766e+03	1.044000000000000029e-25
6.696003797999999733e+03	3.722000000000000030e-28
6.696014411000000109e+03	1.258000000000000049e-28
6.696024943999999778e+03	6.056000000000000101e-27
6.696039190000000417e+03	6.130000000000000231e-29
6.696061359999999695e+03	3.916999999999999962e-28
6.696066617000000406e+03	5.377999999999999832e-30
6.696070045000000391e+03	5.419000000000000283e-30
6.696147769999999582e+03	1.946000000000000000e-24
6.696186671999999817e+03	1.825000000000000152e-30
6.696314099999999598e+03	7.645000000000000273e-28
6.696383012999999664e+03	1.079000000000000027e-30
6.696383066000000326e+03	3.236999999999999905e-30
6.696394143999999869e+03	1.067000000000000005e-29
6.696522500000000036e+03	3.196999999999999902e-29
6.696556703000000198e+03	2.845000000000000210e-25
6.696566681999999673e+03	1.263999999999999937e-29
6.696586290000000190e+03	1.537000000000000010e-26
6.696673060000000078e+03	1.112999999999999971e-23
6.696818470000000161e+03	1.735999999999999920e-27
6.696847858000000087e+03	4.948999999999999684e-30
6.696880103000000418e+03	1.004999999999999944e-29
6.697127314000000297e+03	1.145000000000000023e-27
6.697545970000000125e+03	4.497999999999999758e-29
6.697617371000000276e+03	3.940999999999999862e-25
6.697666611999999986e+03	2.267999999999999853e-28
6.697919340000000375e+03	7.104999999999999398e-27
6.697934960999999930e+03	2.966999999999999865e-24
6.698154588000000331e+03	1.660000000000000068e-30
6.698170981999999640e+03	6.073999999999999778e-30
6.698173060000000078e+03	1.736000000000000033e-29
6.698173319999999876e+03	5.207999999999999537e-29
6.698197184999999990e+03	1.910000000000000089e-30
6.698240459999999985e+03	1.325000000000000106e-23
6.698281915999999910e+03	2.207000000000000030e-30
6.698340804999999818e+03	3.431999999999999782e-30
6.698341290000000299e+03	1.029000000000000058e-29
6.698383630000000267e+03	1.013999999999999999e-25
6.698532250000000204e+03	5.408999999999999974e-28
6.698688530000000355e+03	7.752000000000000092e-24
6.698773912999999993e+03	2.391000000000000003e-28
6.698832701999999699e+03	4.253999999999999766e-30
6.698845266000000265e+03	1.053000000000000032e-29
6.698862758000000213e+03	4.549999999999999974e-24
6.699089316999999937e+03	1.812000000000000039e-28
6.699108588000000054e+03	6.965999999999999964e-28
6.699137724999999591e+03	5.055000000000000001e-29
6.699147891999999956e+03	1.550999999999999982e-30
6.699168620000000374e+03	9.432000000000000113e-28
6.699202299999999923e+03	5.469999999999999615e-29
6.699233769999999822e+03	3.314999999999999996e-30
6.699236557000000175e+03	3.724999999999999946e-28
6.699369829999999638e+03	9.742999999999999495e-29
6.699409990000000107e+03	6.910999999999999483e-29
6.699585745999999745e+03	1.179999999999999958e-29
6.699731552000000192e+03	1.237999999999999942e-30
6.699760248999999931e+03	9.079000000000000168e-30
6.699794136000000435e+03	3.085999999999999865e-30
6.699822486000000026e+03	5.489000000000000149e-30
6.699887420000000020e+03	1.793999999999999971e-25
6.699963074000000233e+03	9.007999999999999405e-28
6.699981719000000339e+03	4.427999999999999752e-30
6.700008136000000377e+03	1.684000000000000042e-30
6.700088719999999739e+03	1.227000000000000016e-23
6.700107179999999971e+03	1.094999999999999951e-30
6.700370788000000175e+03	1.805000000000000010e-28
6.700529523999999583e+03	1.102000000000000058e-27
6.700573500999999851e+03	6.539999999999999985e-29
6.700604830000000220e+03	2.816999999999999922e-24
6.700664200000000164e+03	7.931999999999999876e-29
6.700816448999999920e+03	4.765999999999999736e-27
6.700850422000000435e+03	2.792999999999999898e-25
6.700855569999999716e+03	2.305000000000000164e-28
6.700883407999999690e+03	6.706000000000000054e-28
6.701029300000000148e+03	9.843999999999999811e-29
6.701054500000000189e+03	1.502999999999999929e-29
6.701074432999999772e+03	5.891999999999999848e-25
6.701126290000000154e+03	1.797999999999999982e-28
6.701143141999999898e+03	5.984000000000000050e-29
6.701172719999999572e+03	4.570999999999999714e-27
6.701342048999999861e+03	2.073999999999999982e-26
6.701409322000000429e+03	4.285999999999999965e-30
6.701412419000000227e+03	1.320999999999999998e-30
6.701491141000000425e+03	1.239999999999999933e-26
6.701511365999999725e+03	1.110999999999999977e-24
6.701619273000000248e+03	6.954999999999999823e-26
6.701764178000000356e+03	8.589000000000000407e-30
6.701779590000000098e+03	4.972999999999999602e-28
6.701853858999999829e+03	1.642999999999999941e-30
6.701949692999999570e+03	5.064999999999999721e-29
6.701956519999999728e+03	1.481999999999999992e-23
6.702007450000000063e+03	4.601000000000000059e-26
6.702104696999999760e+03	1.480000000000000123e-29
6.702118870999999672e+03	1.900000000000000158e-30
6.702151296000000002e+03	6.673999999999999872e-27
6.702220532999999705e+03	1.116000000000000016e-30
6.702283900000000358e+03	1.161999999999999996e-27
6.702389089999999669e+03	1.167000000000000039e-23
6.702403089999999793e+03	5.324999999999999743e-30
6.702501946999999745e+03	5.270999999999999770e-25
6.702541116000000329e+03	1.166000000000000020e-30
6.702546314999999595e+03	2.624999999999999868e-30
6.702561569999999847e+03	1.334999999999999951e-26
6.702718944000000192e+03	4.196000000000000238e-30
6.702763060000000223e+03	2.800000000000000233e-29
6.702852869999999712e+03	4.590000000000000102e-30
6.702934846000000107e+03	5.154999999999999869e-30
6.702958055000000058e+03	4.482000000000000317e-28
6.702968721999999616e+03	6.429000000000000348e-24
6.703096099999999751e+03	2.040999999999999961e-25
6.703111251000000266e+03	1.372999999999999918e-29
6.703239270000000033e+03	4.558999999999999949e-25
6.703256409999999960e+03	4.348999999999999625e-25
6.703337196999999833e+03	1.109000000000000064e-29
6.703362113999999565e+03	2.326999999999999900e-30
6.703368419999999787e+03	6.171000000000000206e-26
6.703399209999999584e+03	7.602999999999999653e-28
6.703437474000000293e+03	2.531000000000000181e-25
6.703458099999999831e+03	1.973000000000000024e-28
6.703469140000000152e+03	1.383999999999999938e-24
6.703474634999999580e+03	4.599999999999999823e-29
6.703525147999999717e+03	8.043000000000000474e-30
6.703559876000000259e+03	1.505999999999999943e-30
6.703669192000000294e+03	1.435000000000000050e-30
6.703681969999999637e+03	4.008000000000000131e-25
6.703852600000000166e+03	3.517000000000000287e-27
6.703881057999999939e+03	2.922999999999999837e-30
6.703965707000000293e+03	2.503999999999999984e-27
6.704050564999999551e+03	2.281999999999999966e-29
6.704117750000000342e+03	1.536000000000000128e-26
6.704153852000000370e+03	2.410000000000000131e-30
6.704178633000000445e+03	4.113999999999999838e-28
6.704202967999999601e+03	1.993999999999999998e-30
6.704293582000000242e+03	1.809000000000000123e-29
6.704312700000000405e+03	2.987000000000000165e-29
6.704312700000000405e+03	9.955999999999999597e-30
6.704472439999999551e+03	5.855000000000000068e-27
6.704557211000000279e+03	5.116000000000000061e-23
6.704719151999999667e+03	1.271999999999999971e-27
6.704719151999999667e+03	4.239000000000000381e-28
6.704770599999999831e+03	2.177000000000000064e-27
6.704824599999999919e+03	4.081000000000000088e-29
6.704850840000000062e+03	2.702000000000000211e-23
6.704913174999999683e+03	2.562999999999999877e-30
6.704973049000000174e+03	8.117000000000000312e-29
6.705002104000000145e+03	5.000999999999999744e-30
6.705038287000000309e+03	1.532000000000000100e-22
6.705079099999999926e+03	5.875000000000000406e-28
6.705087249999999585e+03	8.374000000000000167e-25
6.705093310000000201e+03	7.355999999999999828e-28
6.705119413999999779e+03	4.629000000000000246e-28
6.705125000000000000e+03	1.389000000000000020e-27
6.705298899999999776e+03	4.571000000000000073e-28
6.705482589999999618e+03	2.476999999999999932e-27
6.705510068999999930e+03	1.227000000000000063e-27
6.705568871999999828e+03	3.061000000000000115e-28
6.705734300000000076e+03	2.356000000000000084e-28
6.705818199999999706e+03	1.790999999999999897e-29
6.705856547999999748e+03	6.352000000000000585e-30
6.705970599000000220e+03	2.720999999999999930e-27
6.706138680000000022e+03	3.703000000000000112e-28
6.706274889999999687e+03	2.198000000000000105e-27
6.706369099999999889e+03	1.805999999999999982e-28
6.706443033999999898e+03	2.324000000000000166e-30
6.706510820000000422e+03	7.590000000000000352e-30
6.706552663000000393e+03	3.148999999999999884e-30
6.706706055999999990e+03	4.289000000000000049e-30
6.706974277999999686e+03	7.835000000000000233e-30
6.707145196999999825e+03	8.083000000000000590e-27
6.707248271000000386e+03	4.076999999999999660e-24
6.707328488000000107e+03	2.467999999999999869e-29
6.707397210000000086e+03	1.649999999999999992e-27
6.707476440999999795e+03	2.223000000000000129e-30
6.707507779999999912e+03	2.519000000000000014e-27
6.707515758999999889e+03	2.904000000000000004e-30
6.707591229999999996e+03	6.152999999999999812e-28
6.707706525999999940e+03	5.418999999999999695e-28
6.707737970000000132e+03	2.140999999999999907e-25
6.707791885999999977e+03	6.180999999999999983e-30
6.707796279999999570e+03	1.375000000000000053e-27
6.707854032999999617e+03	5.312000000000000218e-29
6.707886545000000297e+03	3.052999999999999988e-30
6.708185537000000295e+03	7.246000000000000211e-28
6.708214549999999690e+03	5.178999999999999944e-27
6.708227960000000166e+03	4.130999999999999812e-28
6.708296800000000076e+03	9.113999999999999751e-30
6.708303676999999880e+03	1.043999999999999919e-30
6.708347063000000162e+03	2.111000000000000134e-30
6.708361146999999619e+03	1.317000000000000026e-29
6.708425518000000011e+03	1.111999999999999974e-24
6.708470725000000130e+03	3.608999999999999852e-30
6.708490649999999732e+03	1.906000000000000103e-28
6.708552004999999554e+03	1.003999999999999972e-28
6.708562780000000203e+03	5.119000000000000258e-30
6.708564384000000246e+03	1.742999999999999949e-29
6.708601679000000331e+03	6.636000000000000161e-30
6.708605359999999564e+03	4.690000000000000111e-29
6.708632593999999699e+03	2.404000000000000173e-24
6.708667765999999574e+03	2.150999999999999927e-29
6.708753690999999890e+03	1.712000000000000129e-30
6.708889683000000332e+03	1.344999999999999972e-29
6.708919160999999804e+03	1.257999999999999979e-30
6.709030302999999549e+03	4.259999999999999935e-30
6.709188043000000107e+03	1.946000000000000050e-30
6.709197296000000279e+03	2.153999999999999941e-30
6.709270703000000140e+03	1.337000000000000027e-29
6.709302599999999984e+03	3.970999999999999798e-28
6.709356493000000228e+03	6.584999999999999848e-29
6.709426188999999795e+03	3.339999999999999998e-30
6.709524809999999889e+03	2.759000000000000132e-30
6.709596203000000060e+03	2.738999999999999920e-30
6.709633453999999801e+03	3.891000000000000072e-30
6.709732904000000417e+03	4.082999999999999864e-30
6.709755226999999650e+03	2.499000000000000124e-28
6.709785907999999836e+03	2.181000000000000000e-30
6.709821767999999793e+03	6.565999999999999594e-30
6.709826500000000124e+03	1.188999999999999959e-28
6.709863680999999815e+03	1.396999999999999976e-28
6.709870316999999886e+03	1.077000000000000006e-29
6.709875240999999733e+03	1.168999999999999929e-30
6.709977557999999590e+03	2.516999999999999890e-27
6.710024954999999864e+03	1.578999999999999893e-30
6.710025760000000446e+03	2.788000000000000120e-28
6.710143014000000221e+03	3.202000000000000323e-30
6.710167558000000099e+03	7.907000000000000342e-26
6.710265489000000343e+03	4.005000000000000283e-27
6.710291580000000067e+03	1.450999999999999932e-24
6.710352600000000166e+03	1.239999999999999969e-27
6.710377650000000358e+03	8.036999999999999974e-26
6.710427120000000286e+03	6.150999999999999840e-30
6.710525719999999637e+03	4.988999999999999764e-26
6.710569615999999769e+03	1.680000000000000140e-29
6.710618330000000242e+03	1.525999999999999959e-28
6.710635463999999956e+03	6.766000000000000530e-27
6.710698104000000058e+03	1.988999999999999857e-30
6.710737610000000132e+03	1.609000000000000106e-29
6.710766661999999997e+03	1.151999999999999917e-27
6.710774746000000050e+03	6.731000000000000028e-30
6.710809280000000399e+03	4.798999999999999728e-26
6.710842899999999645e+03	2.530000000000000155e-28
6.711057749999999942e+03	1.302999999999999912e-28
6.711157943999999588e+03	5.039000000000000448e-28
6.711199238000000150e+03	1.119999999999999953e-30
6.711205520999999862e+03	6.344999999999999828e-28
6.711252410000000054e+03	5.447000000000000190e-25
6.711303313999999773e+03	5.222999999999999905e-25
6.711331928999999946e+03	9.771999999999999883e-25
6.711334420000000136e+03	3.256999999999999962e-25
6.711346563000000060e+03	4.198999999999999705e-27
6.711425229999999829e+03	6.717000000000000195e-29
6.711433906000000206e+03	9.696999999999999865e-26
6.711568342999999913e+03	4.630000000000000106e-29
6.711668102999999974e+03	3.743000000000000116e-29
6.711751006000000416e+03	1.407000000000000057e-24
6.711772466999999779e+03	8.712000000000000312e-24
6.711787707999999839e+03	2.108000000000000120e-29
6.711807394000000386e+03	3.174000000000000236e-30
6.711896550999999818e+03	2.358000000000000070e-30
6.711898933999999826e+03	1.091000000000000007e-28
6.711914458000000195e+03	2.897000000000000157e-30
6.711986738999999943e+03	4.930999999999999699e-27
6.712058649999999943e+03	9.250999999999999521e-26
6.712209576000000197e+03	6.775000000000000144e-29
6.712258160999999745e+03	2.632999999999999892e-25
6.712291312000000289e+03	5.886000000000000098e-30
6.712337082000000009e+03	2.208000000000000184e-28
6.712550159000000349e+03	2.354000000000000028e-29
6.712648777000000337e+03	3.157000000000000123e-28
6.712661009000000377e+03	1.317999999999999914e-30
6.712676379999999881e+03	5.220000000000000144e-26
6.712748849999999948e+03	1.152999999999999978e-27
6.712749972999999954e+03	7.808000000000000227e-23
6.712798867000000428e+03	1.340000000000000044e-27
6.712879488999999921e+03	1.256999999999999931e-24
6.712904089999999997e+03	1.246000000000000101e-22
6.712935040000000299e+03	6.452000000000000099e-25
6.712994623999999931e+03	1.357999999999999987e-30
6.713061059999999998e+03	1.582999999999999936e-29
6.713129500000000007e+03	1.829000000000000012e-28
6.713286575000000084e+03	3.928999999999999739e-30
6.713350774999999885e+03	4.021000000000000223e-30
6.713554470000000038e+03	2.482999999999999857e-25
6.713613669999999729e+03	2.645000000000000080e-28
6.713709797000000435e+03	1.087999999999999930e-30
6.713766185999999834e+03	7.218999999999999733e-30
6.713843700000000354e+03	4.745000000000000255e-29
6.713846800000000258e+03	1.422999999999999922e-28
6.713847819999999956e+03	2.605999999999999825e-29
6.713865531999999803e+03	1.097000000000000063e-28
6.713925739999999678e+03	4.823000000000000346e-30
6.713948932999999670e+03	1.447000000000000037e-29
6.713966986999999790e+03	1.274999999999999966e-29
6.713991810000000442e+03	5.077999999999999949e-24
6.714026009000000158e+03	9.716999999999999885e-30
6.714073300000000017e+03	7.077000000000000225e-29
6.714114794000000074e+03	4.606999999999999739e-29
6.714201396000000386e+03	2.332999999999999823e-25
6.714313492000000224e+03	3.056000000000000073e-30
6.714336000000000240e+03	1.734999999999999948e-28
6.714384070000000065e+03	5.806000000000000091e-25
6.714406039999999848e+03	5.228000000000000099e-28
6.714507835999999770e+03	2.746000000000000117e-30
6.714569719000000077e+03	2.961999999999999883e-30
6.714688044999999875e+03	2.745000000000000089e-29
6.714777814000000035e+03	4.442000000000000146e-30
6.714869821000000229e+03	1.598999999999999892e-26
6.714934721999999965e+03	3.538999999999999987e-30
6.715010717000000113e+03	9.253999999999999482e-30
6.715056905999999799e+03	2.951999999999999952e-30
6.715094830000000002e+03	3.203999999999999819e-29
6.715161849000000075e+03	5.491000000000000065e-25
6.715252300000000105e+03	5.575999999999999792e-30
6.715308388999999806e+03	1.299000000000000080e-29
6.715331339999999727e+03	5.375999999999999731e-27
6.715551199999999881e+03	2.166000000000000068e-29
6.715629140000000007e+03	8.992999999999999700e-24
6.715700235999999677e+03	1.716999999999999919e-30
6.715714853000000403e+03	3.380000000000000073e-25
6.715774328999999852e+03	2.461999999999999841e-30
6.715801037000000179e+03	2.852999999999999820e-24
6.715844079999999849e+03	5.348999999999999717e-30
6.715915299999999661e+03	1.234999999999999963e-29
6.715984437000000071e+03	2.101999999999999881e-30
6.716037379999999757e+03	1.835999999999999944e-24
6.716046261000000413e+03	3.222000000000000100e-28
6.716073910000000069e+03	1.011999999999999972e-28
6.716103299999999763e+03	3.367999999999999944e-29
6.716122978999999759e+03	3.383999999999999834e-30
6.716169079999999667e+03	1.504999999999999915e-30
6.716307128000000375e+03	2.512999999999999873e-30
6.716421513000000232e+03	3.744000000000000144e-30
6.716505519999999706e+03	3.302000000000000179e-26
6.716563149999999951e+03	7.092999999999999937e-24
6.716581415999999990e+03	1.448000000000000065e-30
6.716590140000000247e+03	6.773999999999999948e-28
6.716625930000000153e+03	3.017000000000000182e-25
6.716727139999999963e+03	1.125999999999999997e-26
6.716727219999999761e+03	4.755999999999999836e-28
6.716756932000000234e+03	3.007999999999999914e-29
6.716833090000000084e+03	8.453000000000000403e-26
6.716888463999999658e+03	5.799999999999999783e-30
6.716939005000000179e+03	7.718999999999999774e-30
6.717084799999999632e+03	8.904999999999999481e-30
6.717110370000000330e+03	1.462999999999999926e-27
6.717133122000000185e+03	3.986999999999999968e-30
6.717142899999999827e+03	1.197000000000000016e-29
6.717248230000000149e+03	4.927999999999999794e-30
6.717265000000000327e+03	7.662999999999999602e-30
6.717278435000000172e+03	1.824999999999999999e-26
6.717301099999999678e+03	8.446999999999999387e-27
6.717311719999999696e+03	2.830999999999999882e-24
6.717356327999999849e+03	1.057000000000000004e-29
6.717356620999999905e+03	3.506999999999999788e-30
6.717372800000000097e+03	1.625999999999999873e-26
6.717390099999999620e+03	5.866000000000000237e-30
6.717422534999999698e+03	5.939000000000000187e-30
6.717459463999999571e+03	1.871000000000000044e-30
6.717554710000000341e+03	1.229999999999999934e-28
6.717751712000000225e+03	1.509000000000000098e-29
6.717790350000000217e+03	6.730999999999999804e-28
6.717889463999999862e+03	2.701999999999999931e-30
6.718082699999999932e+03	1.891000000000000074e-28
6.718090422999999646e+03	1.700999999999999890e-29
6.718205020000000331e+03	1.157000000000000046e-27
6.718282339999999749e+03	7.468999999999999630e-27
6.718326315000000250e+03	1.137999999999999949e-27
6.718357933000000230e+03	9.977000000000000537e-31
6.718391309999999976e+03	9.176999999999999840e-29
6.718462623000000349e+03	2.650000000000000030e-27
6.718493276999999580e+03	4.634000000000000218e-29
6.718506290000000263e+03	1.402000000000000071e-24
6.718539504999999735e+03	1.389999999999999948e-28
6.718626441000000341e+03	1.820999999999999900e-29
6.718700088999999934e+03	3.014999999999999831e-29
6.718711479999999938e+03	6.137000000000000073e-25
6.718791250000000218e+03	8.850000000000000457e-29
6.718798858000000109e+03	1.120999999999999981e-29
6.718905869000000166e+03	4.593999999999999878e-27
6.719022399999999834e+03	3.914999999999999752e-23
6.719031858000000284e+03	1.171000000000000014e-27
6.719062587999999778e+03	1.960000000000000093e-30
6.719078617000000122e+03	7.007000000000000548e-24
6.719086559999999736e+03	1.407999999999999938e-27
6.719235359999999673e+03	1.032999999999999945e-25
6.719446001999999680e+03	3.172000000000000180e-30
6.719530920000000151e+03	5.929999999999999934e-30
6.719553429999999935e+03	2.404000000000000173e-24
6.719555100999999922e+03	1.037000000000000072e-30
6.719652170000000297e+03	1.673000000000000084e-25
6.719766795999999886e+03	5.717000000000000336e-28
6.719768863000000238e+03	6.086000000000000115e-30
6.719830401999999594e+03	1.461999999999999954e-28
6.719870466999999735e+03	4.333999999999999969e-28
6.719920989999999620e+03	2.845999999999999934e-27
6.719939855999999963e+03	2.554999999999999793e-29
6.720100102999999763e+03	3.429000000000000258e-29
6.720130989999999656e+03	2.517000000000000037e-24
6.720340401999999813e+03	1.877000000000000016e-28
6.720481393000000025e+03	1.980999999999999983e-30
6.720587432000000263e+03	2.719999999999999778e-28
6.720626664999999775e+03	1.684999999999999909e-22
6.720848090000000411e+03	1.198999999999999911e-24
6.720867406000000301e+03	2.122000000000000093e-30
6.720887010000000373e+03	1.064999999999999998e-26
6.721086008999999649e+03	1.324000000000000082e-30
6.721231899999999769e+03	2.337000000000000167e-28
6.721233400000000074e+03	7.011999999999999575e-28
6.721237852999999632e+03	4.884999999999999987e-30
6.721461790000000292e+03	5.124999999999999839e-27
6.721464103000000250e+03	1.177000000000000014e-29
6.721560660000000098e+03	3.082000000000000156e-27
6.721592120000000250e+03	5.805000000000000344e-29
6.721692602000000079e+03	1.924000000000000132e-30
6.721919288000000051e+03	1.263999999999999972e-30
6.722010400000000118e+03	6.766000000000000171e-28
6.722013971999999740e+03	2.253999999999999795e-28
6.722083940000000439e+03	3.134999999999999841e-30
6.722152629999999590e+03	1.939999999999999881e-29
6.722204230999999709e+03	4.770000000000000341e-28
6.722207288999999946e+03	1.021000000000000079e-27
6.722490200000000186e+03	4.606999999999999879e-30
6.722501180999999633e+03	1.044999999999999947e-30
6.722579506000000038e+03	5.744000000000000311e-30
6.722612288999999691e+03	3.397000000000000116e-23
6.722613094000000274e+03	1.369999999999999974e-30
6.722692900000000009e+03	1.043999999999999975e-28
6.722699129999999968e+03	2.105999999999999895e-28
6.722700700000000325e+03	7.020999999999999772e-29
6.722709147999999914e+03	2.764999999999999950e-30
6.722736100000000079e+03	3.479999999999999729e-29
6.722769274999999652e+03	4.709999999999999866e-26
6.722849750000000313e+03	1.868000000000000100e-29
6.722894919000000300e+03	1.387999999999999955e-30
6.722979129999999714e+03	4.042000000000000035e-25
6.723134987000000365e+03	7.209999999999999480e-30
6.723187079999999696e+03	2.365000000000000057e-29
6.723310365000000274e+03	6.920999999999999690e-25
6.723325856999999814e+03	2.174000000000000153e-30
6.723409908999999971e+03	2.242999999999999991e-30
6.723447530999999799e+03	2.363000000000000105e-24
6.723563611999999921e+03	3.792000000000000092e-29
6.723634600000000319e+03	2.375000000000000002e-28
6.723638979999999719e+03	7.134000000000000005e-25
6.723648100000000341e+03	2.443999999999999867e-28
6.723716919999999845e+03	1.982000000000000042e-27
6.723791497000000163e+03	2.597999999999999991e-24
6.723931069999999636e+03	3.177999999999999818e-24
6.724069109000000026e+03	4.232000000000000066e-23
6.724104089000000386e+03	6.494000000000000373e-30
6.724128600000000006e+03	8.104000000000000227e-29
6.724156664000000092e+03	1.436999999999999935e-27
6.724162339000000429e+03	1.228000000000000053e-26
6.724175009999999929e+03	2.787000000000000058e-27
6.724230072000000291e+03	1.459000000000000023e-30
6.724340073999999731e+03	4.317000000000000136e-30
6.724368663000000197e+03	3.134000000000000093e-29
6.724383001999999578e+03	1.341000000000000106e-25
6.724472307000000001e+03	1.319000000000000049e-23
6.724497854999999618e+03	2.735000000000000158e-30
6.724508974000000308e+03	3.952999999999999853e-28
6.724547919999999976e+03	3.255000000000000151e-24
6.724670549999999821e+03	7.203999999999999591e-29
6.724690380000000005e+03	6.028000000000000166e-28
6.724710992000000260e+03	2.889999999999999961e-30
6.724814177000000200e+03	9.202999999999999473e-24
6.724834300000000439e+03	9.455999999999999555e-30
6.724969095999999809e+03	1.409000000000000000e-27
6.725095250999999735e+03	6.685000000000000358e-25
6.725169436999999562e+03	6.041000000000000251e-30
6.725211500000000342e+03	7.713999999999999914e-29
6.725244620000000396e+03	1.131999999999999937e-27
6.725363277999999809e+03	4.623999999999999657e-30
6.725645099999999729e+03	1.196999999999999960e-28
6.725687160000000404e+03	8.923000000000000220e-26
6.725847219999999652e+03	4.596999999999999658e-24
6.725856410000000324e+03	1.610000000000000134e-29
6.725864856999999574e+03	4.050000000000000338e-30
6.726039928999999574e+03	3.629999999999999742e-30
6.726056826000000001e+03	2.794999999999999835e-27
6.726088099999999940e+03	2.731999999999999891e-28
6.726110635000000002e+03	2.777999999999999965e-30
6.726199599999999919e+03	9.406999999999999467e-28
6.726213733999999931e+03	1.446000000000000008e-29
6.726214818999999807e+03	1.397000000000000032e-29
6.726248794000000089e+03	2.887999999999999875e-22
6.726298568000000159e+03	8.074999999999999916e-28
6.726531699999999546e+03	8.513999999999999981e-29
6.726778094000000237e+03	1.453999999999999953e-29
6.726932710000000043e+03	1.622000000000000057e-27
6.727104580000000169e+03	2.724000000000000115e-28
6.727118113000000449e+03	2.280999999999999938e-28
6.727169240000000173e+03	9.482000000000000704e-25
6.727231899000000340e+03	9.593999999999999946e-23
6.727255570000000262e+03	3.637000000000000163e-28
6.727505699999999706e+03	6.819999999999999728e-30
6.727779102000000421e+03	8.558999999999999564e-30
6.727793810000000121e+03	1.375999999999999890e-28
6.727831530999999814e+03	1.485999999999999911e-27
6.727855268000000251e+03	3.889000000000000016e-30
6.727856173999999555e+03	1.900999999999999836e-30
6.727921320000000378e+03	7.937000000000000297e-30
6.728000119999999697e+03	6.705000000000000699e-30
