nu	S
2.934464179000000058e+03	1.479999999999999913e-30
2.935017722999999933e+03	8.875000000000000039e-30
2.935169082999999773e+03	4.350000000000000082e-29
2.935193607000000156e+03	7.704000000000000228e-23
2.935274022000000059e+03	9.728999999999999662e-29
2.935741771999999855e+03	9.936000000000000436e-30
2.935743131000000176e+03	1.957999999999999966e-25
2.935746721999999863e+03	6.082000000000000002e-30
2.935854311000000052e+03	5.483000000000000088e-25
2.935871176999999989e+03	2.441999999999999979e-30
2.935935648000000128e+03	3.244000000000000102e-30
2.936019402999999784e+03	9.813999999999999809e-30
2.936029778000000078e+03	2.957000000000000092e-30
2.936044045000000096e+03	2.050999999999999933e-25
2.936054650000000038e+03	7.069999999999999497e-26
2.936069090999999844e+03	1.399999999999999942e-30
2.936244294000000082e+03	3.879000000000000015e-29
2.936255787000000055e+03	4.173000000000000292e-30
2.936730267999999796e+03	1.171000000000000014e-28
2.936741808000000219e+03	7.101000000000000098e-25
2.936803343000000041e+03	6.159999999999999778e-26
2.936898173000000043e+03	2.200000000000000199e-25
2.936966977000000043e+03	3.586000000000000206e-23
2.937065641000000142e+03	1.626999999999999841e-30
2.937085297999999966e+03	8.076000000000000000e-30
2.937155507999999827e+03	1.958999999999999967e-28
2.937178128999999899e+03	2.382000000000000044e-30
2.937390711999999894e+03	1.663999999999999914e-28
2.937533947999999782e+03	1.833000000000000091e-25
2.937644617999999809e+03	2.485000000000000067e-28
2.937771146000000044e+03	3.353999999999999691e-30
2.937776367999999820e+03	5.857999999999999944e-25
2.937821882000000187e+03	1.243999999999999992e-28
2.937849373000000014e+03	2.353000000000000225e-25
2.937921730999999909e+03	3.924000000000000215e-28
2.938002512000000024e+03	1.605999999999999966e-27
2.938098108000000138e+03	8.253999999999999399e-30
2.938150106999999934e+03	1.574999999999999935e-28
2.938272767999999814e+03	1.682000000000000084e-28
2.938280914999999823e+03	1.195000000000000060e-27
2.938352066999999806e+03	3.989000000000000192e-28
2.938503428999999869e+03	2.956999999999999893e-25
2.938503850000000057e+03	1.671000000000000027e-30
2.938856600000000071e+03	8.656999999999999516e-30
2.938960939000000053e+03	5.312000000000000218e-29
2.938963209999999890e+03	1.949000000000000134e-30
2.939095198999999866e+03	4.921000000000000158e-28
2.939198757999999998e+03	1.067000000000000005e-29
2.939208752000000004e+03	9.421999999999999720e-29
2.939324207999999999e+03	2.650999999999999899e-30
2.939652725999999802e+03	5.542000000000000294e-27
2.939688451999999870e+03	5.976999999999999607e-25
2.939947361000000001e+03	5.874999999999999509e-29
2.939988292999999885e+03	4.376000000000000253e-29
2.939988377000000128e+03	1.313000000000000081e-28
2.940067708000000039e+03	3.496999999999999833e-24
2.940202157000000170e+03	1.314999999999999936e-27
2.940328504999999950e+03	3.572999999999999871e-26
2.940333755999999994e+03	2.946999999999999921e-25
2.940396310999999969e+03	4.163000000000000151e-29
2.940396416000000045e+03	1.388000000000000060e-29
2.940639348000000155e+03	5.223999999999999707e-30
2.940714954000000034e+03	2.294000000000000023e-30
2.940767449999999826e+03	7.269000000000000197e-27
2.940768666999999823e+03	2.442000000000000103e-27
2.940935128999999961e+03	1.903999999999999920e-30
2.940957690000000184e+03	6.803000000000000024e-25
2.941063235999999961e+03	2.113999999999999868e-30
2.941197379000000183e+03	5.809999999999999980e-28
2.941224795000000086e+03	1.474999999999999983e-29
2.941622471000000132e+03	2.978000000000000192e-28
2.941749847000000045e+03	3.753999999999999724e-30
2.941762988999999834e+03	1.170999999999999991e-24
2.941986358000000109e+03	4.112999999999999834e-25
2.942144334999999955e+03	1.061000000000000038e-27
2.942319273000000067e+03	2.386000000000000157e-30
2.942729705000000195e+03	5.620000000000000159e-26
2.942762788000000000e+03	7.309999999999999966e-26
2.942800333000000137e+03	1.864999999999999875e-30
2.943042393000000175e+03	2.135000000000000108e-30
2.943124859999999899e+03	3.999999999999999773e-29
2.943144724000000224e+03	6.901000000000000435e-28
2.943146546999999828e+03	1.124999999999999937e-24
2.943298893000000135e+03	2.227000000000000066e-26
2.943599435999999969e+03	1.417000000000000069e-30
2.943701458999999886e+03	9.070999999999999943e-30
2.943763864000000012e+03	2.687999999999999888e-30
2.943811623000000054e+03	1.324000000000000082e-30
2.944018000000000029e+03	6.483000000000000064e-30
2.944022591999999804e+03	1.277000000000000029e-26
2.944076751000000058e+03	2.260000000000000118e-30
2.944093836000000010e+03	2.828000000000000258e-26
2.944103384000000005e+03	2.169000000000000013e-30
2.944163680000000113e+03	4.294000000000000190e-30
2.944208115999999791e+03	5.520000000000000320e-30
2.944279031000000032e+03	9.407999999999999607e-30
2.944336629999999786e+03	1.284999999999999967e-29
2.944415828000000147e+03	3.316000000000000164e-28
2.944478364999999940e+03	1.119000000000000065e-29
2.944628099000000020e+03	2.483000000000000081e-30
2.944660367999999835e+03	6.911999999999999715e-25
2.944765143999999964e+03	2.003000000000000011e-26
2.944766537999999855e+03	6.390000000000000275e-26
2.944813031000000137e+03	1.809000000000000053e-30
2.944856047000000217e+03	2.353000000000000168e-28
2.944889314999999897e+03	2.022000000000000152e-24
2.945052556999999979e+03	2.790999999999999947e-27
2.945057432999999946e+03	4.050000000000000012e-26
2.945578532999999879e+03	1.937999999999999836e-27
2.945806051999999909e+03	1.651999999999999914e-25
2.946049802999999883e+03	2.381999999999999941e-23
2.946059797999999773e+03	5.877999999999999873e-30
2.946060023000000001e+03	1.959000000000000065e-30
2.946238706000000093e+03	2.348999999999999887e-29
2.946600683000000117e+03	7.571999999999999846e-29
2.946782131999999820e+03	2.805000000000000094e-29
2.946782131999999820e+03	8.416999999999999777e-29
2.946816456000000017e+03	1.270000000000000027e-27
2.946997143000000051e+03	2.345999999999999786e-25
2.947010075000000143e+03	6.740999999999999749e-29
2.947114880000000085e+03	1.233999999999999950e-25
2.947145222999999987e+03	1.806000000000000038e-29
2.947307988999999907e+03	6.157000000000000009e-30
2.947683587999999872e+03	1.014000000000000068e-24
2.947894451000000117e+03	2.692000000000000000e-30
2.948099199000000226e+03	3.952999999999999828e-25
2.948645712000000003e+03	1.163999999999999964e-30
2.948763876999999866e+03	3.282999999999999888e-25
2.948794974999999795e+03	4.412000000000000003e-30
2.948887442000000192e+03	8.288000000000000354e-30
2.948901002000000062e+03	7.901999999999999667e-25
2.949097929999999906e+03	6.508000000000000206e-28
2.949148305000000164e+03	1.080000000000000065e-24
2.949416874000000007e+03	2.640999999999999968e-30
2.950059930999999779e+03	5.867000000000000265e-30
2.950166795999999977e+03	3.226999999999999961e-28
2.950166882999999871e+03	9.680000000000000358e-28
2.950321500999999898e+03	1.795000000000000009e-29
2.950440833999999995e+03	4.360000000000000283e-26
2.950528646000000208e+03	1.292999999999999912e-29
2.950603163000000222e+03	2.702999999999999959e-30
2.950643837999999960e+03	7.066999999999999664e-30
2.951081306000000041e+03	2.760000000000000006e-28
2.951081905999999890e+03	1.113000000000000065e-28
2.951082280000000083e+03	8.283000000000000382e-28
2.951204098000000158e+03	2.055000000000000031e-29
2.951449028999999882e+03	8.281000000000000438e-29
2.951537213000000065e+03	1.646999999999999929e-25
2.951550122999999985e+03	5.089999999999999938e-26
2.951726975000000039e+03	3.274000000000000028e-26
2.951938517000000047e+03	5.049999999999999692e-28
2.951984183999999914e+03	1.001999999999999999e-29
2.952109712999999829e+03	5.505999999999999926e-30
2.952352988000000096e+03	1.144999999999999955e-30
2.952384313999999904e+03	4.265999999999999963e-29
2.952388476999999966e+03	1.421999999999999894e-29
2.952395234999999957e+03	1.650000000000000138e-29
2.952498779999999897e+03	7.601000000000000661e-30
2.952533738000000085e+03	6.849000000000000543e-30
2.952707676999999876e+03	6.935000000000000158e-29
2.952832471000000169e+03	1.511000000000000084e-30
2.952880166999999801e+03	3.123999999999999882e-30
2.953029786000000058e+03	5.608000000000000243e-28
2.953413897999999790e+03	8.306000000000000360e-24
2.953530806000000211e+03	1.049999999999999966e-24
2.953625180000000000e+03	2.722000000000000171e-27
2.953657653000000209e+03	1.424999999999999944e-30
2.953734049000000141e+03	1.502000000000000006e-30
2.953741046999999980e+03	4.211000000000000016e-26
2.953860000000000127e+03	2.437999999999999867e-30
2.953860000000000127e+03	7.314999999999999629e-30
2.953971349999999802e+03	3.914000000000000158e-29
2.953995816999999988e+03	3.289000000000000246e-29
2.954090361000000030e+03	8.231000000000000400e-27
2.954153863000000001e+03	7.756999999999999820e-23
2.954189042999999856e+03	4.598000000000000327e-30
2.954398803000000044e+03	2.586000000000000098e-23
2.954520192999999836e+03	1.534000000000000076e-26
2.954666984999999841e+03	2.586000000000000173e-30
2.954717200999999932e+03	9.532999999999999757e-29
2.954801242999999886e+03	4.374999999999999664e-30
2.954905793999999787e+03	2.039000000000000153e-27
2.955063708000000133e+03	6.142000000000000030e-27
2.955105185999999776e+03	2.292000000000000079e-28
2.955107919999999922e+03	3.189000000000000238e-29
2.955113573999999971e+03	3.869000000000000066e-25
2.955256292000000030e+03	3.349000000000000252e-24
2.955302250000000186e+03	1.832000000000000093e-25
2.955431904999999915e+03	9.998000000000000217e-29
2.955505560000000060e+03	6.358999999999999381e-30
2.955679658000000018e+03	5.466999999999999472e-23
2.955838678000000073e+03	1.668999999999999909e-27
2.955943994000000203e+03	5.037000000000000055e-29
2.956009387999999944e+03	1.842999999999999957e-30
2.956199271999999837e+03	2.108000000000000050e-30
2.956397492999999940e+03	3.556999999999999932e-29
2.956406199000000015e+03	1.833999999999999877e-23
2.956453950000000077e+03	7.498000000000000524e-27
2.956515182000000095e+03	5.762000000000000245e-27
2.956555597999999918e+03	2.393000000000000003e-29
2.956904168000000027e+03	4.824999999999999747e-24
2.956994314999999915e+03	6.736000000000000030e-24
2.957025489000000107e+03	1.437000000000000082e-23
2.957134094999999888e+03	1.429999999999999951e-28
2.957304317000000083e+03	9.389999999999999942e-29
2.958068514000000050e+03	5.144999999999999728e-29
2.958199333999999908e+03	1.642999999999999941e-30
2.958351185999999871e+03	4.056000000000000226e-29
2.958379996000000119e+03	1.016999999999999949e-23
2.958417159999999967e+03	1.449000000000000093e-29
2.958455191999999897e+03	1.265000000000000092e-25
2.958512118999999984e+03	2.502999999999999942e-30
2.958583568000000014e+03	1.390000000000000082e-26
2.958583844000000227e+03	4.631999999999999713e-27
2.958820573999999851e+03	4.163999999999999899e-29
2.959241735000000062e+03	4.036999999999999972e-29
2.959328548999999839e+03	1.919999999999999880e-29
2.959545200999999906e+03	3.934999999999999908e-30
2.959643520000000080e+03	1.838000000000000097e-29
2.959775666999999885e+03	1.288000000000000107e-28
2.959844122999999854e+03	3.060000000000000143e-28
2.959905828999999812e+03	5.022999999999999998e-28
2.960040638999999828e+03	9.077000000000000392e-29
2.960040641000000051e+03	2.723000000000000143e-28
2.960298616000000038e+03	2.359999999999999916e-29
2.960314566999999897e+03	2.087000000000000060e-25
2.960439414999999826e+03	1.252000000000000020e-29
2.960475253000000066e+03	1.494999999999999984e-30
2.960509455999999773e+03	5.917000000000000129e-28
2.960647805999999946e+03	3.417000000000000033e-28
2.960748736000000008e+03	1.077999999999999922e-28
2.960788007999999991e+03	3.463999999999999835e-25
2.960790527999999995e+03	2.949000000000000106e-28
2.960927697999999964e+03	2.583999999999999991e-28
2.960933207000000039e+03	2.541999999999999988e-30
2.961033610999999837e+03	1.245999999999999936e-28
2.961110567000000174e+03	4.495000000000000234e-30
2.961114853000000039e+03	5.645000000000000330e-30
2.961277007000000140e+03	3.470000000000000076e-27
2.961372573000000102e+03	4.558000000000000245e-23
2.961393734000000222e+03	1.560000000000000060e-30
2.961402599999999893e+03	8.228000000000000069e-30
2.961519505000000208e+03	3.214999999999999988e-30
2.961534783000000061e+03	3.283999999999999825e-30
2.961545592999999826e+03	2.468000000000000009e-30
2.961546285999999782e+03	9.850999999999999448e-30
2.961558974999999919e+03	1.261999999999999937e-28
2.961591492999999900e+03	1.423999999999999915e-30
2.961649614999999812e+03	4.300999999999999686e-30
2.961690086000000065e+03	4.363000000000000027e-30
2.961712657999999919e+03	5.198999999999999790e-23
2.961882220999999845e+03	4.337999999999999656e-25
2.962241566000000148e+03	1.222000000000000018e-29
2.962352416000000176e+03	2.686999999999999860e-30
2.962527779000000010e+03	3.099999999999999908e-30
2.962583450999999968e+03	7.955999999999999744e-26
2.962589602999999897e+03	4.338000000000000025e-30
2.963003117000000202e+03	8.244000000000000306e-27
2.963004152999999860e+03	2.473000000000000115e-26
2.963088287000000037e+03	8.047000000000000587e-30
2.963228555000000142e+03	1.973999999999999996e-29
2.963412343999999848e+03	3.479999999999999790e-25
2.963693961999999829e+03	2.925999999999999922e-30
2.963750783999999840e+03	1.313999999999999976e-30
2.963869584000000032e+03	1.427000000000000000e-30
2.963872293999999783e+03	8.922999999999999987e-30
2.963894654000000173e+03	7.802999999999999894e-29
2.964015793000000031e+03	1.410999999999999944e-27
2.964181830999999875e+03	2.302000000000000069e-27
2.964216930999999931e+03	2.917000000000000006e-24
2.964441706000000067e+03	8.651000000000000861e-28
2.964484679000000142e+03	9.370999999999999755e-27
2.964485806000000139e+03	2.815000000000000065e-26
2.964504939999999806e+03	8.900000000000000515e-25
2.964752762999999959e+03	1.274000000000000050e-28
2.964849379000000226e+03	7.358999999999999464e-30
2.964913593000000219e+03	1.404000000000000054e-30
2.964992798000000221e+03	1.093000000000000005e-26
2.965039768000000095e+03	4.781999999999999894e-29
2.965039772999999968e+03	1.435000000000000036e-28
2.966006245000000035e+03	1.628000000000000063e-22
2.966068862999999965e+03	8.536000000000000319e-30
2.966457226999999875e+03	1.239999999999999998e-30
2.966480091999999786e+03	3.721000000000000198e-30
2.966734055999999782e+03	2.132999999999999930e-25
2.966828645000000051e+03	2.116999999999999952e-30
2.966832844000000023e+03	6.144999999999999683e-24
2.966888277999999900e+03	3.497000000000000207e-30
2.967333689000000049e+03	2.042000000000000096e-24
2.967439983000000211e+03	2.319000000000000221e-28
2.967440016999999898e+03	6.956000000000000243e-28
2.967777047000000039e+03	3.064999999999999975e-30
2.967912569999999960e+03	1.446000000000000096e-26
2.967984892999999829e+03	3.238999999999999756e-23
2.967988359999999830e+03	3.578000000000000242e-29
2.968004403999999795e+03	6.406999999999999889e-29
2.968495406000000003e+03	4.888000000000000071e-29
2.968703308000000106e+03	2.184000000000000014e-29
2.968726728000000094e+03	3.873000000000000267e-30
2.968741144999999960e+03	1.293999999999999940e-30
2.968913693999999850e+03	4.771000000000000267e-25
2.969017514000000119e+03	1.651000000000000166e-30
2.969190386000000217e+03	1.006000000000000077e-30
2.969516337999999905e+03	2.570000000000000144e-23
2.970126690000000053e+03	2.673000000000000167e-30
2.970174528000000009e+03	2.718000000000000019e-24
2.970503893000000062e+03	1.548000000000000073e-29
2.970529547999999977e+03	4.536000000000000266e-29
2.970807667000000038e+03	8.234000000000000238e-30
2.970842747000000145e+03	6.467000000000000455e-29
2.970953719000000092e+03	5.703000000000000010e-27
2.971031340000000000e+03	1.233000000000000047e-29
2.971471924999999828e+03	1.052000000000000004e-29
2.971606497000000218e+03	7.141000000000000343e-30
2.971633598999999776e+03	2.875999999999999778e-26
2.971715886999999839e+03	1.902000000000000125e-26
2.971724326000000019e+03	9.099999999999999489e-26
2.971781136000000060e+03	1.541999999999999904e-29
2.971891214000000218e+03	3.598000000000000244e-30
2.971971183999999994e+03	9.661000000000000082e-27
2.972051008999999794e+03	2.232999999999999990e-29
2.972051019999999880e+03	7.444000000000000452e-30
2.972054184999999961e+03	5.149999999999999768e-26
2.972089734000000135e+03	3.494999999999999871e-29
2.972190750000000207e+03	5.479999999999999896e-30
2.972202949999999873e+03	1.825999999999999830e-30
2.972457292999999936e+03	1.850999999999999832e-30
2.972487932000000001e+03	2.882000000000000086e-30
2.972603185999999823e+03	6.945000000000000439e-30
2.972826297000000068e+03	2.484000000000000095e-28
2.972911482999999862e+03	2.955999999999999910e-28
2.972956092999999782e+03	4.243999999999999793e-28
2.973048030999999810e+03	3.294999999999999854e-29
2.973061517999999978e+03	1.589000000000000174e-30
2.973134669000000031e+03	3.751999999999999668e-30
2.973252531000000090e+03	2.861000000000000047e-22
2.973298918999999842e+03	7.017999999999999874e-26
2.973317558000000190e+03	1.462999999999999926e-29
2.973365586999999778e+03	2.603000000000000021e-29
2.973473417000000154e+03	1.720000000000000003e-30
2.973496872000000167e+03	4.195000000000000209e-30
2.973721226999999999e+03	1.882999999999999849e-27
2.973974275999999918e+03	2.098000000000000119e-30
2.973987848000000213e+03	3.869000000000000066e-25
2.974047414000000117e+03	1.746000000000000033e-30
2.974072416999999859e+03	3.560000000000000252e-26
2.974110949999999775e+03	2.102999999999999979e-29
2.974567907999999989e+03	8.653999999999999432e-30
2.974576876999999968e+03	2.693999999999999877e-27
2.974576892000000043e+03	8.979000000000000664e-28
2.974588972000000012e+03	5.711999999999999696e-23
2.974828822999999829e+03	2.097000000000000032e-25
2.974851958000000195e+03	2.812999999999999898e-30
2.974979448000000048e+03	4.980000000000000249e-26
2.974995583999999781e+03	1.381999999999999891e-29
2.975084554999999909e+03	1.714000000000000099e-22
2.975222660999999789e+03	8.778000000000000493e-24
2.975292554000000109e+03	1.799999999999999954e-25
2.975295308000000205e+03	5.224999999999999900e-25
2.975368148000000019e+03	1.642999999999999941e-30
2.975377022000000125e+03	3.780000000000000203e-27
2.975377256000000216e+03	1.259999999999999948e-27
2.975451928999999836e+03	4.356000000000000251e-28
2.975510043000000223e+03	4.925999999999999738e-30
2.975980778000000100e+03	2.055999999999999947e-28
2.976255667999999787e+03	1.870000000000000016e-30
2.976345405999999912e+03	1.143999999999999927e-30
2.976550777999999809e+03	2.925000000000000104e-29
2.976942075999999815e+03	8.233000000000000210e-30
2.977017729000000145e+03	4.729999999999999809e-26
2.977135863999999856e+03	2.748999999999999851e-30
2.977264127999999801e+03	1.901999999999999990e-28
2.977476979999999912e+03	1.421999999999999950e-28
2.977476979999999912e+03	4.264999999999999655e-28
2.977515915999999834e+03	2.912999999999999906e-30
2.977523502000000008e+03	2.076000000000000061e-29
2.977612810999999965e+03	3.573000000000000242e-30
2.977776240000000143e+03	3.823999999999999870e-28
2.977943574999999782e+03	1.960999999999999980e-22
2.977962499000000207e+03	1.461000000000000053e-26
2.977975629999999910e+03	6.228000000000000183e-29
2.978328094999999848e+03	3.485999999999999898e-28
2.978351850999999897e+03	3.643000000000000107e-30
2.978352624000000105e+03	1.213999999999999968e-30
2.978415884000000005e+03	1.266000000000000089e-25
2.978464383999999882e+03	2.833000000000000110e-30
2.978512061999999787e+03	1.747000000000000062e-30
2.978693220999999994e+03	2.085000000000000104e-30
2.978825874000000113e+03	3.582999999999999822e-30
2.978837708999999904e+03	1.838999999999999957e-28
2.979071468000000095e+03	3.569000000000000364e-24
2.979098947999999837e+03	3.782000000000000147e-28
2.979188008000000082e+03	9.015000000000000331e-29
2.979282788999999866e+03	6.288999999999999958e-27
2.979393861000000015e+03	1.318000000000000054e-29
2.979421659999999974e+03	1.044999999999999947e-30
2.979446029000000181e+03	2.371000000000000085e-30
2.979548190999999861e+03	1.553999999999999961e-29
2.979580021000000215e+03	7.855999999999999422e-30
2.979617247000000134e+03	1.087000000000000007e-29
2.979747264999999970e+03	8.117999999999999342e-27
2.979813340000000153e+03	3.897000000000000241e-30
2.979848990999999842e+03	2.024000000000000001e-29
2.980035991000000195e+03	2.673999999999999844e-30
2.980210590000000138e+03	4.085000000000000200e-29
2.980240268000000015e+03	4.161000000000000157e-23
2.980268011999999999e+03	2.054000000000000003e-29
2.980304693999999927e+03	1.902999999999999962e-29
2.980388214999999946e+03	1.249000000000000056e-22
2.980675499999999829e+03	2.963999999999999758e-26
2.980728665000000092e+03	2.375000000000000058e-29
2.980729123000000072e+03	7.126000000000000201e-29
2.980757532000000083e+03	4.550999999999999847e-29
2.980819563999999900e+03	9.893999999999999939e-27
2.980937284000000091e+03	2.634000000000000121e-30
2.981144295999999940e+03	3.645999999999999889e-23
2.981171080000000075e+03	1.210000000000000027e-23
2.981239351000000170e+03	1.283000000000000041e-24
2.981270041000000219e+03	3.336999999999999914e-30
2.981301424000000225e+03	2.295999999999999985e-26
2.981363812999999936e+03	1.454999999999999921e-24
2.981416023000000223e+03	1.270999999999999910e-28
2.981597890000000007e+03	8.305999999999999459e-30
2.981632361999999830e+03	1.505000000000000044e-26
2.981738605999999891e+03	9.728000000000000811e-28
2.981752362000000176e+03	4.571000000000000144e-26
2.981756197000000157e+03	2.995999999999999782e-25
2.982003006999999798e+03	1.382999999999999989e-30
2.982246759999999995e+03	2.454999999999999994e-30
2.982256659000000127e+03	4.317999999999999743e-29
2.982350410999999895e+03	4.790000000000000119e-30
2.982429831999999806e+03	8.215999999999999732e-30
2.982452667000000019e+03	1.960000000000000034e-23
2.982545865999999933e+03	1.983000000000000039e-30
2.982626928000000134e+03	3.800000000000000146e-26
2.982837896999999884e+03	1.913999999999999851e-30
2.982852880999999797e+03	6.407999999999999357e-30
2.982860385999999835e+03	8.743000000000000532e-30
2.983155017999999927e+03	2.291999999999999882e-26
2.983160855999999967e+03	1.239999999999999998e-30
2.983168110000000070e+03	6.364999999999999550e-30
2.983228423000000021e+03	1.647999999999999868e-26
2.983316123000000061e+03	1.739999999999999849e-24
2.983640468999999939e+03	1.137000000000000067e-28
2.984045055000000048e+03	7.116999999999999668e-30
2.984077063000000180e+03	4.899999999999999902e-26
2.984113018999999895e+03	1.449000000000000093e-29
2.984211519999999837e+03	7.514999999999999551e-23
2.984246189999999842e+03	1.043000000000000066e-30
2.984291348000000198e+03	9.176000000000000092e-29
2.984384116000000176e+03	2.221999999999999961e-29
2.984607849999999871e+03	8.539999999999999927e-26
2.984839612000000216e+03	3.762999999999999977e-30
2.985132853000000068e+03	2.388000000000000087e-28
2.985293213999999807e+03	1.462000000000000043e-27
2.985420334999999795e+03	9.844000000000000652e-30
2.985766078000000107e+03	2.723000000000000171e-30
2.985812348999999813e+03	5.592999999999999990e-29
2.986034525999999914e+03	4.777999999999999782e-30
2.986034624999999778e+03	1.592999999999999937e-30
2.986302988999999798e+03	2.938000000000000189e-29
2.986726227999999992e+03	4.023999999999999887e-29
2.986844528999999966e+03	3.563999999999999989e-30
2.986921200000000226e+03	9.548999999999999366e-30
2.987011218999999983e+03	9.756999999999999608e-30
2.987011225000000195e+03	3.252000000000000327e-30
2.987089777000000140e+03	7.057999999999999411e-30
2.987089818999999807e+03	2.351999999999999902e-30
2.987296006999999918e+03	5.548999999999999874e-29
2.987305864999999812e+03	1.436000000000000078e-30
2.987524966999999833e+03	3.267999999999999945e-22
2.987738320999999814e+03	1.694999999999999945e-28
2.988171459000000141e+03	1.940999999999999910e-30
2.988191570999999840e+03	2.781000000000000024e-24
2.988240056000000095e+03	3.316000000000000254e-26
2.988240389000000050e+03	9.009999999999999744e-26
2.988254061000000092e+03	8.576000000000000042e-30
2.988282446000000164e+03	1.171000000000000014e-28
2.988287823000000117e+03	8.227999999999999479e-24
2.988367204000000129e+03	4.089999999999999899e-26
2.988374267000000145e+03	1.297000000000000024e-29
2.988467522999999801e+03	8.794000000000000004e-29
2.988545638000000054e+03	5.660000000000000138e-24
2.988556234000000131e+03	1.936000000000000049e-29
2.988612611999999899e+03	1.101999999999999921e-22
2.988940666999999848e+03	7.012999999999999547e-30
2.989004472999999962e+03	6.321999999999999742e-30
2.989030032000000119e+03	2.655000000000000011e-30
2.989063963999999942e+03	7.151000000000000624e-30
2.989073527999999897e+03	1.327999999999999913e-25
2.989600398999999925e+03	1.354000000000000012e-27
2.989600399999999809e+03	4.512999999999999900e-28
2.989624196000000211e+03	1.734000000000000013e-23
2.989715709999999945e+03	1.485999999999999956e-28
2.989715713000000051e+03	4.456999999999999671e-28
2.990037917000000107e+03	1.915999999999999907e-30
2.990129968000000190e+03	4.682999999999999914e-30
2.990553680999999870e+03	2.357000000000000042e-30
2.990561581999999817e+03	1.360000000000000113e-29
2.990672313999999915e+03	2.835000000000000152e-27
2.990832727999999861e+03	8.972999999999999991e-30
2.990913251999999829e+03	2.244000000000000019e-29
2.990974250000000211e+03	2.672000000000000139e-30
2.990977256000000125e+03	1.369000000000000086e-29
2.991023673000000144e+03	8.371000000000000165e-29
2.991047884000000067e+03	7.468999999999999754e-30
2.991061479999999847e+03	9.541000000000000543e-30
2.991254086999999799e+03	8.262999999999999506e-27
2.991404779999999846e+03	2.600999999999999965e-29
2.991452427000000171e+03	8.090000000000000394e-30
2.991455440000000181e+03	1.286000000000000032e-24
2.991468460000000050e+03	5.135999999999999980e-28
2.991480141999999887e+03	2.407999999999999864e-29
2.991499006000000008e+03	2.762999999999999894e-30
2.991517691000000013e+03	4.152000000000000211e-27
2.991580331999999999e+03	1.461999999999999954e-28
2.991627011999999922e+03	1.842999999999999957e-30
2.991673866000000089e+03	4.056999999999999974e-29
2.991826693999999861e+03	7.897000000000000574e-30
2.991924386000000140e+03	1.224999999999999975e-25
2.991971121000000039e+03	1.238000000000000065e-22
2.991986464999999953e+03	4.027999999999999719e-30
2.992046132999999827e+03	9.539000000000000487e-29
2.992108432999999877e+03	1.486000000000000012e-29
2.992159654999999930e+03	4.129999999999999786e-26
2.992159673999999995e+03	1.434000000000000072e-26
2.992170888000000105e+03	2.231000000000000004e-30
2.992260115999999925e+03	4.980999999999999883e-30
2.992367869000000155e+03	3.719999999999999749e-29
2.992399069000000054e+03	9.630000000000000285e-26
2.992420622999999978e+03	1.936000000000000143e-26
2.992653828999999860e+03	6.112000000000000327e-23
2.993239340999999968e+03	1.889999999999999877e-29
2.993349858999999924e+03	1.135999999999999983e-29
2.993612944999999854e+03	8.144999999999999978e-29
2.993674645999999939e+03	8.186000000000000290e-30
2.993720416000000114e+03	1.825000000000000152e-30
2.993736092000000099e+03	1.193000000000000038e-22
2.993956885999999940e+03	2.462999999999999869e-30
2.994094523000000208e+03	4.887000000000000211e-28
2.994097991000000093e+03	2.124000000000000009e-29
2.994114015000000109e+03	6.214999999999999852e-25
2.994194755999999870e+03	1.775999999999999826e-30
2.994345985999999812e+03	9.745999999999999411e-28
2.994380520000000161e+03	2.525000000000000025e-27
2.994424280000000181e+03	4.962999999999999881e-28
2.994446444000000156e+03	3.397000000000000116e-22
2.994579440999999861e+03	4.509999999999999858e-26
2.994610178999999789e+03	1.143000000000000039e-29
2.994691470000000209e+03	4.980000000000000249e-26
2.994720832999999857e+03	3.269999999999999925e-27
2.994720843999999943e+03	1.090000000000000035e-27
2.994898439999999937e+03	4.808000000000000176e-28
2.995421120999999857e+03	5.979999999999999599e-25
2.995455131000000165e+03	1.138999999999999912e-22
2.995457061000000067e+03	3.463000000000000182e-26
2.995458442000000105e+03	1.050999999999999959e-27
2.995607364999999845e+03	1.264000000000000016e-27
2.995619196000000102e+03	1.936000000000000119e-30
2.995666671999999835e+03	4.791000000000000203e-28
2.995992521000000124e+03	1.944000000000000063e-26
2.996394197999999960e+03	4.979999999999999675e-25
2.996423882999999933e+03	2.482000000000000151e-28
2.996542566999999963e+03	2.822999999999999829e-30
2.996848270999999841e+03	1.259000000000000007e-30
2.996925846000000092e+03	5.669999999999999632e-29
2.997044056000000182e+03	4.433999999999999921e-30
2.997278851000000031e+03	1.714999999999999863e-30
2.997287530999999944e+03	2.974999999999999828e-28
2.997295822999999928e+03	9.917000000000000462e-29
2.997361461999999847e+03	1.703999999999999904e-30
2.997405806000000211e+03	1.570999999999999879e-29
2.997703349999999773e+03	1.418000000000000062e-28
2.997718776000000162e+03	6.122000000000000115e-25
2.997760902999999871e+03	1.037000000000000072e-30
2.997825936000000183e+03	4.071000000000000227e-30
2.997954463999999916e+03	2.527999999999999874e-29
2.997954463999999916e+03	7.584999999999999931e-29
2.998479628999999932e+03	1.354999999999999973e-29
2.998729354000000058e+03	1.475999999999999954e-25
2.998971943000000010e+03	3.102000000000000033e-24
2.999157432999999855e+03	1.638999999999999951e-24
2.999157619999999952e+03	5.583999999999999802e-25
